PositionID,bChecked,strName,dXPosition,dYPosition,dZPosition,dPFSOffset,row,column,well,field,x,y,well_row_odd,well_row_id,well_column_odd,well_row_order,well_column_order
Point00200,true,D2#5,86300,31300,5212,11765,D,2,D2,5,86300,31300,2,4,1,4,-2
Point00201,true,E2#1,84500,38500,5212,11765,E,2,E2,1,84500,38500,1,5,1,5,2
Point00202,true,E2#2,84500,40300,5212,11765,E,2,E2,2,84500,40300,1,5,1,5,2
Point00203,true,E2#3,84500,42100,5212,11765,E,2,E2,3,84500,42100,1,5,1,5,2
Point00204,true,E2#4,86300,42100,5212,11765,E,2,E2,4,86300,42100,1,5,1,5,2
Point00205,true,E2#5,86300,40300,5212,11765,E,2,E2,5,86300,40300,1,5,1,5,2
Point00206,true,E3#1,75500,38500,5212,11765,E,3,E3,1,75500,38500,1,5,2,-5,3
Point00207,true,E3#2,75500,40300,5212,11765,E,3,E3,2,75500,40300,1,5,2,-5,3
Point00208,true,E3#3,75500,42100,5212,11765,E,3,E3,3,75500,42100,1,5,2,-5,3
Point00209,true,E3#4,77300,42100,5212,11765,E,3,E3,4,77300,42100,1,5,2,-5,3
Point00210,true,E3#5,77300,40300,5212,11765,E,3,E3,5,77300,40300,1,5,2,-5,3
Point00211,true,E4#1,66500,38500,5212,11765,E,4,E4,1,66500,38500,1,5,1,5,4
Point00212,true,E4#2,66500,40300,5212,11765,E,4,E4,2,66500,40300,1,5,1,5,4
Point00213,true,E4#3,66500,42100,5212,11765,E,4,E4,3,66500,42100,1,5,1,5,4
Point00214,true,E4#4,68300,42100,5212,11765,E,4,E4,4,68300,42100,1,5,1,5,4
Point00215,true,E4#5,68300,40300,5212,11765,E,4,E4,5,68300,40300,1,5,1,5,4
Point00216,true,E5#1,57500,38500,5212,11765,E,5,E5,1,57500,38500,1,5,2,-5,5
Point00217,true,E5#2,57500,40300,5212,11765,E,5,E5,2,57500,40300,1,5,2,-5,5
Point00218,true,E5#3,57500,42100,5212,11765,E,5,E5,3,57500,42100,1,5,2,-5,5
Point00219,true,E5#4,59300,42100,5212,11765,E,5,E5,4,59300,42100,1,5,2,-5,5
Point00220,true,E5#5,59300,40300,5212,11765,E,5,E5,5,59300,40300,1,5,2,-5,5
Point00221,true,E6#1,48500,38500,5212,11765,E,6,E6,1,48500,38500,1,5,1,5,6
Point00222,true,E6#2,48500,40300,5212,11765,E,6,E6,2,48500,40300,1,5,1,5,6
Point00223,true,E6#3,48500,42100,5212,11765,E,6,E6,3,48500,42100,1,5,1,5,6
Point00224,true,E6#4,50300,42100,5212,11765,E,6,E6,4,50300,42100,1,5,1,5,6
Point00225,true,E6#5,50300,40300,5212,11765,E,6,E6,5,50300,40300,1,5,1,5,6
Point00226,true,E7#1,39500,38500,5212,11765,E,7,E7,1,39500,38500,1,5,2,-5,7
Point00227,true,E7#2,39500,40300,5212,11765,E,7,E7,2,39500,40300,1,5,2,-5,7
Point00228,true,E7#3,39500,42100,5212,11765,E,7,E7,3,39500,42100,1,5,2,-5,7
Point00229,true,E7#4,41300,42100,5212,11765,E,7,E7,4,41300,42100,1,5,2,-5,7
Point00230,true,E7#5,41300,40300,5212,11765,E,7,E7,5,41300,40300,1,5,2,-5,7
Point00231,true,E8#1,30500,38500,5212,11765,E,8,E8,1,30500,38500,1,5,1,5,8
Point00232,true,E8#2,30500,40300,5212,11765,E,8,E8,2,30500,40300,1,5,1,5,8
Point00233,true,E8#3,30500,42100,5212,11765,E,8,E8,3,30500,42100,1,5,1,5,8
Point00234,true,E8#4,32300,42100,5212,11765,E,8,E8,4,32300,42100,1,5,1,5,8
Point00235,true,E8#5,32300,40300,5212,11765,E,8,E8,5,32300,40300,1,5,1,5,8
Point00236,true,E9#1,21500,38500,5212,11765,E,9,E9,1,21500,38500,1,5,2,-5,9
Point00237,true,E9#2,21500,40300,5212,11765,E,9,E9,2,21500,40300,1,5,2,-5,9
Point00238,true,E9#3,21500,42100,5212,11765,E,9,E9,3,21500,42100,1,5,2,-5,9
Point00239,true,E9#4,23300,42100,5212,11765,E,9,E9,4,23300,42100,1,5,2,-5,9
Point00240,true,E9#5,23300,40300,5212,11765,E,9,E9,5,23300,40300,1,5,2,-5,9
Point00241,true,E10#1,12500,38500,5212,11765,E,10,E10,1,12500,38500,1,5,1,5,10
Point00242,true,E10#2,12500,40300,5212,11765,E,10,E10,2,12500,40300,1,5,1,5,10
Point00243,true,E10#3,12500,42100,5212,11765,E,10,E10,3,12500,42100,1,5,1,5,10
Point00244,true,E10#4,14300,42100,5212,11765,E,10,E10,4,14300,42100,1,5,1,5,10
Point00245,true,E10#5,14300,40300,5212,11765,E,10,E10,5,14300,40300,1,5,1,5,10
Point00246,true,E11#1,3500,38500,5212,11765,E,11,E11,1,3500,38500,1,5,2,-5,11
Point00247,true,E11#2,3500,40300,5212,11765,E,11,E11,2,3500,40300,1,5,2,-5,11
Point00248,true,E11#3,3500,42100,5212,11765,E,11,E11,3,3500,42100,1,5,2,-5,11
Point00249,true,E11#4,5300,42100,5212,11765,E,11,E11,4,5300,42100,1,5,2,-5,11
Point00250,true,E11#5,5300,40300,5212,11765,E,11,E11,5,5300,40300,1,5,2,-5,11
Point00251,true,F11#1,3500,47500,5212,11765,F,11,F11,1,3500,47500,2,6,2,-6,-11
Point00252,true,F11#2,3500,49300,5212,11765,F,11,F11,2,3500,49300,2,6,2,-6,-11
Point00253,true,F11#3,3500,51100,5212,11765,F,11,F11,3,3500,51100,2,6,2,-6,-11
Point00254,true,F11#4,5300,51100,5212,11765,F,11,F11,4,5300,51100,2,6,2,-6,-11
Point00255,true,F11#5,5300,49300,5212,11765,F,11,F11,5,5300,49300,2,6,2,-6,-11
Point00256,true,F10#1,12500,47500,5212,11765,F,10,F10,1,12500,47500,2,6,1,6,-10
Point00257,true,F10#2,12500,49300,5212,11765,F,10,F10,2,12500,49300,2,6,1,6,-10
Point00258,true,F10#3,12500,51100,5212,11765,F,10,F10,3,12500,51100,2,6,1,6,-10
Point00259,true,F10#4,14300,51100,5212,11765,F,10,F10,4,14300,51100,2,6,1,6,-10
Point00260,true,F10#5,14300,49300,5212,11765,F,10,F10,5,14300,49300,2,6,1,6,-10
Point00261,true,F9#1,21500,47500,5212,11765,F,9,F9,1,21500,47500,2,6,2,-6,-9
Point00262,true,F9#2,21500,49300,5212,11765,F,9,F9,2,21500,49300,2,6,2,-6,-9
Point00263,true,F9#3,21500,51100,5212,11765,F,9,F9,3,21500,51100,2,6,2,-6,-9
Point00264,true,F9#4,23300,51100,5212,11765,F,9,F9,4,23300,51100,2,6,2,-6,-9
Point00265,true,F9#5,23300,49300,5212,11765,F,9,F9,5,23300,49300,2,6,2,-6,-9
Point00266,true,F8#1,30500,47500,5212,11765,F,8,F8,1,30500,47500,2,6,1,6,-8
Point00267,true,F8#2,30500,49300,5212,11765,F,8,F8,2,30500,49300,2,6,1,6,-8
Point00268,true,F8#3,30500,51100,5212,11765,F,8,F8,3,30500,51100,2,6,1,6,-8
Point00269,true,F8#4,32300,51100,5212,11765,F,8,F8,4,32300,51100,2,6,1,6,-8
Point00270,true,F8#5,32300,49300,5212,11765,F,8,F8,5,32300,49300,2,6,1,6,-8
Point00271,true,F7#1,39500,47500,5212,11765,F,7,F7,1,39500,47500,2,6,2,-6,-7
Point00272,true,F7#2,39500,49300,5212,11765,F,7,F7,2,39500,49300,2,6,2,-6,-7
Point00273,true,F7#3,39500,51100,5212,11765,F,7,F7,3,39500,51100,2,6,2,-6,-7
Point00274,true,F7#4,41300,51100,5212,11765,F,7,F7,4,41300,51100,2,6,2,-6,-7
Point00275,true,F7#5,41300,49300,5212,11765,F,7,F7,5,41300,49300,2,6,2,-6,-7
Point00276,true,F6#1,48500,47500,5212,11765,F,6,F6,1,48500,47500,2,6,1,6,-6
Point00277,true,F6#2,48500,49300,5212,11765,F,6,F6,2,48500,49300,2,6,1,6,-6
Point00278,true,F6#3,48500,51100,5212,11765,F,6,F6,3,48500,51100,2,6,1,6,-6
Point00279,true,F6#4,50300,51100,5212,11765,F,6,F6,4,50300,51100,2,6,1,6,-6
Point00280,true,F6#5,50300,49300,5212,11765,F,6,F6,5,50300,49300,2,6,1,6,-6
Point00281,true,F5#1,57500,47500,5212,11765,F,5,F5,1,57500,47500,2,6,2,-6,-5
Point00282,true,F5#2,57500,49300,5212,11765,F,5,F5,2,57500,49300,2,6,2,-6,-5
Point00283,true,F5#3,57500,51100,5212,11765,F,5,F5,3,57500,51100,2,6,2,-6,-5
Point00284,true,F5#4,59300,51100,5212,11765,F,5,F5,4,59300,51100,2,6,2,-6,-5
Point00285,true,F5#5,59300,49300,5212,11765,F,5,F5,5,59300,49300,2,6,2,-6,-5
Point00286,true,F4#1,66500,47500,5212,11765,F,4,F4,1,66500,47500,2,6,1,6,-4
Point00287,true,F4#2,66500,49300,5212,11765,F,4,F4,2,66500,49300,2,6,1,6,-4
Point00288,true,F4#3,66500,51100,5212,11765,F,4,F4,3,66500,51100,2,6,1,6,-4
Point00289,true,F4#4,68300,51100,5212,11765,F,4,F4,4,68300,51100,2,6,1,6,-4
Point00290,true,F4#5,68300,49300,5212,11765,F,4,F4,5,68300,49300,2,6,1,6,-4
Point00291,true,F3#1,75500,47500,5212,11765,F,3,F3,1,75500,47500,2,6,2,-6,-3
Point00292,true,F3#2,75500,49300,5212,11765,F,3,F3,2,75500,49300,2,6,2,-6,-3
Point00293,true,F3#3,75500,51100,5212,11765,F,3,F3,3,75500,51100,2,6,2,-6,-3
Point00294,true,F3#4,77300,51100,5212,11765,F,3,F3,4,77300,51100,2,6,2,-6,-3
Point00295,true,F3#5,77300,49300,5212,11765,F,3,F3,5,77300,49300,2,6,2,-6,-3
Point00296,true,F2#1,84500,47500,5212,11765,F,2,F2,1,84500,47500,2,6,1,6,-2
Point00297,true,F2#2,84500,49300,5212,11765,F,2,F2,2,84500,49300,2,6,1,6,-2
Point00298,true,F2#3,84500,51100,5212,11765,F,2,F2,3,84500,51100,2,6,1,6,-2
Point00299,true,F2#4,86300,51100,5212,11765,F,2,F2,4,86300,51100,2,6,1,6,-2
Point00300,true,F2#5,86300,49300,5212,11765,F,2,F2,5,86300,49300,2,6,1,6,-2
Point00301,true,G2#1,84500,56500,5212,11765,G,2,G2,1,84500,56500,1,7,1,7,2
Point00302,true,G2#2,84500,58300,5212,11765,G,2,G2,2,84500,58300,1,7,1,7,2
Point00303,true,G2#3,84500,60100,5212,11765,G,2,G2,3,84500,60100,1,7,1,7,2
Point00304,true,G2#4,86300,60100,5212,11765,G,2,G2,4,86300,60100,1,7,1,7,2
Point00305,true,G2#5,86300,58300,5212,11765,G,2,G2,5,86300,58300,1,7,1,7,2
Point00306,true,G3#1,75500,56500,5212,11765,G,3,G3,1,75500,56500,1,7,2,-7,3
Point00307,true,G3#2,75500,58300,5212,11765,G,3,G3,2,75500,58300,1,7,2,-7,3
Point00308,true,G3#3,75500,60100,5212,11765,G,3,G3,3,75500,60100,1,7,2,-7,3
Point00309,true,G3#4,77300,60100,5212,11765,G,3,G3,4,77300,60100,1,7,2,-7,3
Point00310,true,G3#5,77300,58300,5212,11765,G,3,G3,5,77300,58300,1,7,2,-7,3
Point00311,true,G4#1,66500,56500,5212,11765,G,4,G4,1,66500,56500,1,7,1,7,4
Point00312,true,G4#2,66500,58300,5212,11765,G,4,G4,2,66500,58300,1,7,1,7,4
Point00313,true,G4#3,66500,60100,5212,11765,G,4,G4,3,66500,60100,1,7,1,7,4
Point00314,true,G4#4,68300,60100,5212,11765,G,4,G4,4,68300,60100,1,7,1,7,4
Point00315,true,G4#5,68300,58300,5212,11765,G,4,G4,5,68300,58300,1,7,1,7,4
Point00316,true,G5#1,57500,56500,5212,11765,G,5,G5,1,57500,56500,1,7,2,-7,5
Point00317,true,G5#2,57500,58300,5212,11765,G,5,G5,2,57500,58300,1,7,2,-7,5
Point00318,true,G5#3,57500,60100,5212,11765,G,5,G5,3,57500,60100,1,7,2,-7,5
Point00319,true,G5#4,59300,60100,5212,11765,G,5,G5,4,59300,60100,1,7,2,-7,5
Point00320,true,G5#5,59300,58300,5212,11765,G,5,G5,5,59300,58300,1,7,2,-7,5
Point00321,true,G6#1,48500,56500,5212,11765,G,6,G6,1,48500,56500,1,7,1,7,6
Point00322,true,G6#2,48500,58300,5212,11765,G,6,G6,2,48500,58300,1,7,1,7,6
Point00323,true,G6#3,48500,60100,5212,11765,G,6,G6,3,48500,60100,1,7,1,7,6
Point00324,true,G6#4,50300,60100,5212,11765,G,6,G6,4,50300,60100,1,7,1,7,6
Point00325,true,G6#5,50300,58300,5212,11765,G,6,G6,5,50300,58300,1,7,1,7,6
Point00326,true,G7#1,39500,56500,5212,11765,G,7,G7,1,39500,56500,1,7,2,-7,7
Point00327,true,G7#2,39500,58300,5212,11765,G,7,G7,2,39500,58300,1,7,2,-7,7
Point00328,true,G7#3,39500,60100,5212,11765,G,7,G7,3,39500,60100,1,7,2,-7,7
Point00329,true,G7#4,41300,60100,5212,11765,G,7,G7,4,41300,60100,1,7,2,-7,7
Point00330,true,G7#5,41300,58300,5212,11765,G,7,G7,5,41300,58300,1,7,2,-7,7
Point00331,true,G8#1,30500,56500,5212,11765,G,8,G8,1,30500,56500,1,7,1,7,8
Point00332,true,G8#2,30500,58300,5212,11765,G,8,G8,2,30500,58300,1,7,1,7,8
Point00333,true,G8#3,30500,60100,5212,11765,G,8,G8,3,30500,60100,1,7,1,7,8
Point00334,true,G8#4,32300,60100,5212,11765,G,8,G8,4,32300,60100,1,7,1,7,8
Point00335,true,G8#5,32300,58300,5212,11765,G,8,G8,5,32300,58300,1,7,1,7,8
Point00336,true,G9#1,21500,56500,5212,11765,G,9,G9,1,21500,56500,1,7,2,-7,9
Point00337,true,G9#2,21500,58300,5212,11765,G,9,G9,2,21500,58300,1,7,2,-7,9
Point00338,true,G9#3,21500,60100,5212,11765,G,9,G9,3,21500,60100,1,7,2,-7,9
Point00339,true,G9#4,23300,60100,5212,11765,G,9,G9,4,23300,60100,1,7,2,-7,9
Point00340,true,G9#5,23300,58300,5212,11765,G,9,G9,5,23300,58300,1,7,2,-7,9
Point00341,true,G10#1,12500,56500,5212,11765,G,10,G10,1,12500,56500,1,7,1,7,10
Point00342,true,G10#2,12500,58300,5212,11765,G,10,G10,2,12500,58300,1,7,1,7,10
Point00343,true,G10#3,12500,60100,5212,11765,G,10,G10,3,12500,60100,1,7,1,7,10
Point00344,true,G10#4,14300,60100,5212,11765,G,10,G10,4,14300,60100,1,7,1,7,10
Point00345,true,G10#5,14300,58300,5212,11765,G,10,G10,5,14300,58300,1,7,1,7,10
Point00346,true,G11#1,3500,56500,5212,11765,G,11,G11,1,3500,56500,1,7,2,-7,11
Point00347,true,G11#2,3500,58300,5212,11765,G,11,G11,2,3500,58300,1,7,2,-7,11
Point00348,true,G11#3,3500,60100,5212,11765,G,11,G11,3,3500,60100,1,7,2,-7,11
Point00349,true,G11#4,5300,60100,5212,11765,G,11,G11,4,5300,60100,1,7,2,-7,11
Point00350,true,G11#5,5300,58300,5212,11765,G,11,G11,5,5300,58300,1,7,2,-7,11
Point00351,true,H11#1,3500,65500,5212,11765,H,11,H11,1,3500,65500,2,8,2,-8,-11
Point00352,true,H11#2,3500,67300,5212,11765,H,11,H11,2,3500,67300,2,8,2,-8,-11
Point00353,true,H11#3,3500,69100,5212,11765,H,11,H11,3,3500,69100,2,8,2,-8,-11
Point00354,true,H11#4,5300,69100,5212,11765,H,11,H11,4,5300,69100,2,8,2,-8,-11
Point00355,true,H11#5,5300,67300,5212,11765,H,11,H11,5,5300,67300,2,8,2,-8,-11
Point00356,true,H10#1,12500,65500,5212,11765,H,10,H10,1,12500,65500,2,8,1,8,-10
Point00357,true,H10#2,12500,67300,5212,11765,H,10,H10,2,12500,67300,2,8,1,8,-10
Point00358,true,H10#3,12500,69100,5212,11765,H,10,H10,3,12500,69100,2,8,1,8,-10
Point00359,true,H10#4,14300,69100,5212,11765,H,10,H10,4,14300,69100,2,8,1,8,-10
Point00360,true,H10#5,14300,67300,5212,11765,H,10,H10,5,14300,67300,2,8,1,8,-10
Point00361,true,H9#1,21500,65500,5212,11765,H,9,H9,1,21500,65500,2,8,2,-8,-9
Point00362,true,H9#2,21500,67300,5212,11765,H,9,H9,2,21500,67300,2,8,2,-8,-9
Point00363,true,H9#3,21500,69100,5212,11765,H,9,H9,3,21500,69100,2,8,2,-8,-9
Point00364,true,H9#4,23300,69100,5212,11765,H,9,H9,4,23300,69100,2,8,2,-8,-9
Point00365,true,H9#5,23300,67300,5212,11765,H,9,H9,5,23300,67300,2,8,2,-8,-9
Point00366,true,H8#1,30500,65500,5212,11765,H,8,H8,1,30500,65500,2,8,1,8,-8
Point00367,true,H8#2,30500,67300,5212,11765,H,8,H8,2,30500,67300,2,8,1,8,-8
Point00368,true,H8#3,30500,69100,5212,11765,H,8,H8,3,30500,69100,2,8,1,8,-8
Point00369,true,H8#4,32300,69100,5212,11765,H,8,H8,4,32300,69100,2,8,1,8,-8
Point00370,true,H8#5,32300,67300,5212,11765,H,8,H8,5,32300,67300,2,8,1,8,-8
Point00371,true,H7#1,39500,65500,5212,11765,H,7,H7,1,39500,65500,2,8,2,-8,-7
Point00372,true,H7#2,39500,67300,5212,11765,H,7,H7,2,39500,67300,2,8,2,-8,-7
Point00373,true,H7#3,39500,69100,5212,11765,H,7,H7,3,39500,69100,2,8,2,-8,-7
Point00374,true,H7#4,41300,69100,5212,11765,H,7,H7,4,41300,69100,2,8,2,-8,-7
Point00375,true,H7#5,41300,67300,5212,11765,H,7,H7,5,41300,67300,2,8,2,-8,-7
Point00376,true,H6#1,48500,65500,5212,11765,H,6,H6,1,48500,65500,2,8,1,8,-6
Point00377,true,H6#2,48500,67300,5212,11765,H,6,H6,2,48500,67300,2,8,1,8,-6
Point00378,true,H6#3,48500,69100,5212,11765,H,6,H6,3,48500,69100,2,8,1,8,-6
Point00379,true,H6#4,50300,69100,5212,11765,H,6,H6,4,50300,69100,2,8,1,8,-6
Point00380,true,H6#5,50300,67300,5212,11765,H,6,H6,5,50300,67300,2,8,1,8,-6
Point00381,true,H5#1,57500,65500,5212,11765,H,5,H5,1,57500,65500,2,8,2,-8,-5
Point00382,true,H5#2,57500,67300,5212,11765,H,5,H5,2,57500,67300,2,8,2,-8,-5
Point00383,true,H5#3,57500,69100,5212,11765,H,5,H5,3,57500,69100,2,8,2,-8,-5
Point00384,true,H5#4,59300,69100,5212,11765,H,5,H5,4,59300,69100,2,8,2,-8,-5
Point00385,true,H5#5,59300,67300,5212,11765,H,5,H5,5,59300,67300,2,8,2,-8,-5
Point00386,true,H4#1,66500,65500,5212,11765,H,4,H4,1,66500,65500,2,8,1,8,-4
Point00387,true,H4#2,66500,67300,5212,11765,H,4,H4,2,66500,67300,2,8,1,8,-4
Point00388,true,H4#3,66500,69100,5212,11765,H,4,H4,3,66500,69100,2,8,1,8,-4
Point00389,true,H4#4,68300,69100,5212,11765,H,4,H4,4,68300,69100,2,8,1,8,-4
Point00390,true,H4#5,68300,67300,5212,11765,H,4,H4,5,68300,67300,2,8,1,8,-4
Point00391,true,H3#1,75500,65500,5212,11765,H,3,H3,1,75500,65500,2,8,2,-8,-3
Point00392,true,H3#2,75500,67300,5212,11765,H,3,H3,2,75500,67300,2,8,2,-8,-3
Point00393,true,H3#3,75500,69100,5212,11765,H,3,H3,3,75500,69100,2,8,2,-8,-3
Point00394,true,H3#4,77300,69100,5212,11765,H,3,H3,4,77300,69100,2,8,2,-8,-3
Point00395,true,H3#5,77300,67300,5212,11765,H,3,H3,5,77300,67300,2,8,2,-8,-3
Point00396,true,H2#1,84500,65500,5212,11765,H,2,H2,1,84500,65500,2,8,1,8,-2
Point00397,true,H2#2,84500,67300,5212,11765,H,2,H2,2,84500,67300,2,8,1,8,-2
Point00398,true,H2#3,84500,69100,5212,11765,H,2,H2,3,84500,69100,2,8,1,8,-2
Point00399,true,H2#4,86300,69100,5212,11765,H,2,H2,4,86300,69100,2,8,1,8,-2
Point00400,true,H2#5,86300,67300,5212,11765,H,2,H2,5,86300,67300,2,8,1,8,-2
